file,model,receiver_time,ece_10_bin,bin_low,bin_high,count,mean_confidence,empirical_frequency
seed42_round100_task_vs_daps_1000.json,B,opponent_before,0.013297589371698492,0.4,0.5,22484,0.4399705759052958,0.4145614659313289
seed42_round100_task_vs_daps_1000.json,B,opponent_before,0.013297589371698492,0.5,0.6000000000000001,7895,0.5427318649249714,0.5132362254591514
seed42_round100_task_vs_daps_1000.json,B,opponent_before,0.013297589371698492,0.6000000000000001,0.7000000000000001,3241,0.6422746603373428,0.6010490589324282
seed42_round100_task_vs_daps_1000.json,B,opponent_before,0.013297589371698492,0.7000000000000001,0.8,1475,0.7422552358093908,0.6772881355932203
seed42_round100_task_vs_daps_1000.json,B,opponent_before,0.013297589371698492,0.8,0.9,826,0.8484304218979205,0.7469733656174334
seed42_round100_task_vs_daps_1000.json,B,opponent_before,0.013297589371698492,0.9,1.0,624,0.9469111209305433,0.8173076923076923
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.0,0.1,246516,0.014547659986658086,0.017495821772217625
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.1,0.2,52623,0.15167742781705654,0.160823214183912
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.2,0.30000000000000004,73369,0.25400693341688535,0.25820169281304095
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.30000000000000004,0.4,77940,0.3434074762783235,0.34317423659225044
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.4,0.5,27011,0.4416572840485815,0.43437858650179556
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.5,0.6000000000000001,11326,0.54357664442075,0.5408793925481193
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.6000000000000001,0.7000000000000001,5172,0.6435116244003188,0.6316705336426914
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.7000000000000001,0.8,2483,0.7428166041487511,0.70237615787354
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.8,0.9,1315,0.8460508465766907,0.7612167300380228
seed42_round100_task_vs_daps_1000.json,B,opponent_after,0.004236734191744885,0.9,1.0,821,0.9488131906315412,0.853836784409257
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.0,0.1,242909,0.01567819016330132,0.025095817775380905
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.1,0.2,50366,0.15021504296780328,0.1649525473533733
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.2,0.30000000000000004,71162,0.25507745989430686,0.26599870717517776
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.30000000000000004,0.4,86726,0.34283041445697293,0.33681940825127415
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.4,0.5,24737,0.440623837165836,0.4024740267615313
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.5,0.6000000000000001,9174,0.5438533293374462,0.5053411816001744
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.6000000000000001,0.7000000000000001,4086,0.6427560395985564,0.5788056779246207
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.7000000000000001,0.8,1687,0.7424888401322628,0.6804979253112033
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.8,0.9,785,0.8453779075555741,0.7401273885350318
seed42_round100_task_vs_dual_1000.json,A,partner_before,0.012450955763592834,0.9,1.0,464,0.9443054760581461,0.8297413793103449
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.0,0.1,247366,0.013930473764885978,0.018789971135887713
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.1,0.2,46967,0.15013345295816086,0.15819618029680413
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.2,0.30000000000000004,64763,0.2552650868807537,0.25479054398344736
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.30000000000000004,0.4,79612,0.34348256713732017,0.33337939004170225
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.4,0.5,29287,0.44222843885832863,0.41957182367603374
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.5,0.6000000000000001,12999,0.5440106731266671,0.52042464804985
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.6000000000000001,0.7000000000000001,6283,0.6434353826703605,0.6124462836224733
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.7000000000000001,0.8,2779,0.7430019064659951,0.7070888808924073
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.8,0.9,1319,0.8430601052934243,0.7733131159969674
seed42_round100_task_vs_dual_1000.json,A,partner_after,0.00781362430189093,0.9,1.0,721,0.9453365481180886,0.8446601941747572
seed42_round100_task_vs_dual_1000.json,A,opponent_before,0.013878611457008425,0.0,0.1,241750,0.016328850928890484,0.025476732161323682
seed42_round100_task_vs_dual_1000.json,A,opponent_before,0.013878611457008425,0.1,0.2,55878,0.1514257276631064,0.17785174845198468
seed42_round100_task_vs_dual_1000.json,A,opponent_before,0.013878611457008425,0.2,0.30000000000000004,77621,0.253614933042173,0.2737790031048299
seed42_round100_task_vs_dual_1000.json,A,opponent_before,0.013878611457008425,0.30000000000000004,0.4,81642,0.34228267016276726,0.33913916856519927
seed42_round100_task_vs_dual_1000.json,A,opponent_before,0.013878611457008425,0.4,0.5,21884,0.4399073483932064,0.41093949917748124
